kind;class;element;ChangingClasses;ChangingMethods;CouplingDispersion;CouplingIntensity;CyclomaticComplexity;MaxCallChain;MaxNesting;MethodLinesOfCode;NumberOfAccessedVariables;ParameterCount;smell;reason
public method;br.ufal.academico.dao.hibernate.transpal.HibernateArquivoTranspalDao;br.ufal.academico.dao.hibernate.transpal.HibernateArquivoTranspalDao.getTodosArquivosSemestraisAtuais;0;0;1;3;1;5;0;9;9;0;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSemestreLetivoDao;br.ufal.academico.dao.hibernate.transpal.HibernateSemestreLetivoDao.getSemestreAtual;0;0;1;1;2;5;1;8;4;0;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSemestreLetivoDao;br.ufal.academico.dao.hibernate.transpal.HibernateSemestreLetivoDao.periodoDeMatriculaReajusteAberto;0;0;1;1;1;5;1;5;3;0;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSemestreLetivoDao;br.ufal.academico.dao.hibernate.transpal.HibernateSemestreLetivoDao.getSemestresAnteriores;0;0;1;1;1;4;0;5;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAtendidaDao;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAtendidaDao.getDesligamentosJaAtendidos;1;2;1;1;1;8;0;6;6;2;MessageChain;MAX_CALL_CHAIN = 8.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAtendidaDao;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAtendidaDao.haSolicitacaoAtendidaAposEssaData;0;0;1;2;1;8;1;6;6;2;MessageChain;MAX_CALL_CHAIN = 8.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAtendidaDao;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAtendidaDao.desligamentoJaFoiInformado;0;0;1;4;9;7;5;19;11;1;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao.fezSolicitacaoNosUltimosDias;1;1;1;1;2;9;1;9;8;2;MessageChain;MAX_CALL_CHAIN = 9.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao.solicitarCartao;0;0;0,692307692;13;6;3;3;18;10;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.transpal.SolicitacaoAvulsa > 6
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao.solicitarCartao;0;0;0,692307692;13;6;3;3;18;10;1;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao.getSolicitacoesNaoAtendidas;0;0;1;1;1;5;0;6;4;0;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao.desligamentoJaFoiInformado;0;0;0,75;4;7;5;4;17;9;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao.haSolicitacaoAvulsaDeCartaoAtendidaAposEssaData;0;0;1;2;1;8;1;6;6;2;MessageChain;MAX_CALL_CHAIN = 8.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao;br.ufal.academico.dao.hibernate.transpal.HibernateSolicitacaoAvulsaDao.getSolicitacoesDeDesligamentoNaoAtendidas;0;0;1;1;1;5;0;6;4;0;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.unidade.HibernateUnidadeOrganizacionalDao;br.ufal.academico.dao.hibernate.unidade.HibernateUnidadeOrganizacionalDao.listarUnidadesOrganizacionalPorTipo;0;0;0;0;2;5;1;7;3;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.unidade.HibernateUnidadeOrganizacionalDao;br.ufal.academico.dao.hibernate.unidade.HibernateUnidadeOrganizacionalDao.listarUnidadesOrganizacionalPorTipos;0;0;0;0;2;5;1;7;3;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.unidade.HibernateUnidadeOrganizacionalDao;br.ufal.academico.dao.hibernate.unidade.HibernateUnidadeOrganizacionalDao.listarUnidadeAcademicaPorDiretor;0;0;1;2;2;6;1;7;5;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.unidade.HibernateUnidadeOrganizacionalDao;br.ufal.academico.dao.hibernate.unidade.HibernateUnidadeOrganizacionalDao.listarUnidadesPorListaGestorasOrcamento;0;0;1;1;3;4;1;9;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.unidade.HibernateUnidadeOrganizacionalDao;br.ufal.academico.dao.hibernate.unidade.HibernateUnidadeOrganizacionalDao.listarUnidadeAcademicaLotOficialPorUsuario;0;0;1;2;2;4;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.unidade.HibernateUnidadeOrganizacionalDao;br.ufal.academico.dao.hibernate.unidade.HibernateUnidadeOrganizacionalDao.listarUnidadesPorListaIds;0;0;0;0;3;4;1;9;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
method;br.ufal.academico.dao.oferta.TurmaDao;br.ufal.academico.dao.oferta.TurmaDao.listarTurmasPeriodoAtividade;1;1;0;0;1;0;0;1;4;4;LongParameterList;PARAMETER_COUNT > 0.6525940996948094
public method;br.ufal.academico.dominio.comparators.ComparatorSolicitacoesPorNomeAluno;br.ufal.academico.dominio.comparators.ComparatorSolicitacoesPorNomeAluno.compare;0;0;1;4;1;5;0;3;2;2;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotas;br.ufal.academico.dominio.diarioclasse.AlunoNotas.calcularNotaFinal;2;7;0,4;5;1;4;0;10;5;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotas;br.ufal.academico.dominio.diarioclasse.AlunoNotas.calcularMediaFinalPonderada;3;11;0,5;4;1;4;0;7;6;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotas;br.ufal.academico.dominio.diarioclasse.AlunoNotas.getConceito;4;15;0,3;10;10;3;2;27;8;0;IntensiveCoupling;CINT = 10.0, CDISP = 0.3, CC > 1.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotas;br.ufal.academico.dominio.diarioclasse.AlunoNotas.getConceito;4;15;0,3;10;10;3;2;27;8;0;ShotgunSurgery;CM > 8.0, CC > 6.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotas;br.ufal.academico.dominio.diarioclasse.AlunoNotas.getConceitoIncondicionalmente;2;12;0,428571429;7;10;2;2;26;7;0;ShotgunSurgery;CM > 8.0, CC > 6.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotas;br.ufal.academico.dominio.diarioclasse.AlunoNotas.getDescricaoConceito;0;0;0,3;10;10;3;2;19;2;0;IntensiveCoupling;CINT = 10.0, CDISP = 0.3, CC > 1.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoIncondicionalmenteVazioSemNotas;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoIncondicionalmenteApenasAB1eAB2;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoAprovadoPassouSemRA;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoIncondicionalmenteAprovadoPassouSemRA;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoAprovadoPassouComRA;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoIncondicionalmenteAprovadoPassouComRA;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoAprovadoPassouComRACenario2;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoIncondicionalmenteAprovadoPassouComRACenario2;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoReprovadoComRA;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoIncondicionalmenteReprovadoComRA;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoReprovadoPorMediaFazendoProvaFinal;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoIncondicionalmenteReprovadoPorMediaFazendoProvaFinal;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoReprovadoNaoFazendoProvaFinal;0;0;0,6;5;1;4;0;7;4;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoAprovadoFazendoProvaFinal;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoIncondicionalmenteAprovadoFazendoProvaFinal;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoIncondicionalmenteReprovadoDigitandoApenasProvaFinal;0;0;0,666666667;3;1;4;0;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoReprovadoPorFaltaSIM;0;0;0,714285714;7;1;4;0;11;5;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoIncondicionalmenteReprovadoPorFaltaSIM;0;0;0,714285714;7;1;4;0;11;5;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoTrancado;0;0;0,6;5;1;4;0;7;3;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest;br.ufal.academico.dominio.diarioclasse.AlunoNotasTest.testGetConceitoIncondicionalmenteTrancado;0;0;0,6;5;1;4;0;7;3;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.diarioclasse.ConteudoProgramaticoTest;br.ufal.academico.dominio.diarioclasse.ConteudoProgramaticoTest.testGetNumeracaoHierarquica1Ponto1;0;0;0,333333333;3;1;2;0;8;2;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.ConteudoProgramatico > 4
public method;br.ufal.academico.dominio.diarioclasse.ConteudoProgramaticoTest;br.ufal.academico.dominio.diarioclasse.ConteudoProgramaticoTest.testGetNumeracaoHierarquica1Ponto2;0;0;0,333333333;3;1;2;0;8;2;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.ConteudoProgramatico > 4
public method;br.ufal.academico.dominio.diarioclasse.ConteudoProgramaticoTest;br.ufal.academico.dominio.diarioclasse.ConteudoProgramaticoTest.testGetNumeracaoHierarquica2Ponto3;0;0;0,333333333;3;1;2;0;8;2;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.ConteudoProgramatico > 4
public method;br.ufal.academico.dominio.diarioclasse.ConteudoProgramaticoTest;br.ufal.academico.dominio.diarioclasse.ConteudoProgramaticoTest.testGetNumeracaoHierarquica2Ponto3Ponto1;0;0;0,333333333;3;1;2;0;11;3;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.ConteudoProgramatico > 6
public method;br.ufal.academico.dominio.diarioclasse.Nota;br.ufal.academico.dominio.diarioclasse.Nota.equals;1;1;1;3;24;1;2;35;7;1;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.dominio.diarioclasse.Nota;br.ufal.academico.dominio.diarioclasse.Nota.parseNota;3;19;0,333333333;3;7;1;3;14;4;0;ShotgunSurgery;CM > 8.0, CC > 6.0
public method;br.ufal.academico.dominio.diarioclasse.NotaTest;br.ufal.academico.dominio.diarioclasse.NotaTest.testParseNotaExistenteInformadoNotaAsStringErrada;0;0;0,25;4;1;2;0;7;1;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.Nota > 4
public method;br.ufal.academico.dominio.diarioclasse.NotaTest;br.ufal.academico.dominio.diarioclasse.NotaTest.testParseNotaExistenteInformadoNotaAsStringErrada2;0;0;0,25;4;1;2;0;7;1;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.Nota > 4
public method;br.ufal.academico.dominio.diarioclasse.NotaTest;br.ufal.academico.dominio.diarioclasse.NotaTest.testParseNotaVerificandoIndicadorFaltou;0;0;0,25;4;1;2;0;7;2;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.Nota > 4
public method;br.ufal.academico.dominio.diarioclasse.NotaTest;br.ufal.academico.dominio.diarioclasse.NotaTest.testParseNotaExistenteNovaInformadaMaiorQueDez;0;0;0,25;4;1;2;0;7;1;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.Nota > 4
public method;br.ufal.academico.dominio.diarioclasse.NotaTest;br.ufal.academico.dominio.diarioclasse.NotaTest.testParseNotaExistenteNovaInformadaVazia;0;0;0,2;5;1;2;0;8;2;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.Nota > 5
public method;br.ufal.academico.dominio.diarioclasse.NotaTest;br.ufal.academico.dominio.diarioclasse.NotaTest.testParseNotaAntesFALDepoisComNota;0;0;0,2;5;1;2;0;13;3;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.Nota > 10
public method;br.ufal.academico.dominio.diarioclasse.NotaTest;br.ufal.academico.dominio.diarioclasse.NotaTest.testParseNotaExistenteNovaInformadaNula;0;0;0,2;5;1;2;0;8;2;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.Nota > 5
public static method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.criarPeriodoLetivo;1;5;0,5;4;14;2;7;21;12;2;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.sie.estruturada.Opcao > 15
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.remover;1;1;0,75;4;7;3;3;14;7;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.projetos.ParticipanteProjeto > 4
public method;br.ufal.academico.dominio.Feriado;br.ufal.academico.dominio.Feriado.Feriado;0;0;0;0;1;1;0;5;8;4;LongParameterList;PARAMETER_COUNT > 0.6525940996948094
public method;br.ufal.academico.dominio.matricula.calculos.CalculoDireitoMatricula;br.ufal.academico.dominio.matricula.calculos.CalculoDireitoMatricula.calcular;0;0;0,75;8;4;4;1;8;8;2;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 4
public method;br.ufal.academico.dominio.matricula.calculos.CalculoDireitoMatricula;br.ufal.academico.dominio.matricula.calculos.CalculoDireitoMatricula.calcular;0;0;0,75;8;4;4;1;8;8;2;MessageChain;MAX_CALL_CHAIN = 4.0
private method;br.ufal.academico.dominio.matricula.calculos.CalculoNovaMatricula2010EmDiante;br.ufal.academico.dominio.matricula.calculos.CalculoNovaMatricula2010EmDiante.getAnoMatricula;1;1;0,6;5;5;3;2;8;6;2;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 4
private method;br.ufal.academico.dominio.matricula.calculos.CalculoNovaMatricula2010EmDiante;br.ufal.academico.dominio.matricula.calculos.CalculoNovaMatricula2010EmDiante.getPeriodoMatricula;1;1;0,625;8;8;3;2;15;10;2;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 4
public method;br.ufal.academico.dominio.matricula.calculos.CalculoNovaMatriculaAntes2010;br.ufal.academico.dominio.matricula.calculos.CalculoNovaMatriculaAntes2010.calcular;0;0;0,5;6;3;3;1;10;8;2;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 4
public method;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasAlunosPresenciais;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasAlunosPresenciais.getLista;0;0;0,416666667;12;7;2;3;29;18;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dao.ensino.DisciplinaCurricularDao > 6
public method;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasAlunosPresenciais;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasAlunosPresenciais.getLista;0;0;0,416666667;12;7;2;3;29;18;1;IntensiveCoupling;CINT = 12.0, CDISP = 0.4166666666666667, CC > 1.0
public method;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao25de2005Factory;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao25de2005Factory.create;0;0;0,5;12;9;3;4;11;3;2;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
private method;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao25de2005Factory;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao25de2005Factory.getListaCoordenadorDistancia;1;1;1;1;1;1;0;6;5;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasDecorator > 4
private method;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao25de2005Factory;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao25de2005Factory.getListaAlunoPresencial;1;1;1;1;1;1;0;6;5;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasDecorator > 4
private method;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao25de2005Factory;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao25de2005Factory.getListaAlunoDistancia;1;1;1;1;1;1;0;7;6;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasDecorator > 5
private method;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao69de2010Factory;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao69de2010Factory.getListaCoordenadorDistancia;0;0;1;1;1;1;0;7;5;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasDecorator > 4
private method;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao69de2010Factory;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao69de2010Factory.getListaCoordenadorPresencialFluxoIndividual;0;0;1;1;1;1;0;7;5;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasDecorator > 4
private method;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao69de2010Factory;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao69de2010Factory.getListaCoordenadorPresencialFluxoPadrao;0;0;1;1;1;1;0;7;5;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasDecorator > 4
private method;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao69de2010Factory;br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasResolucao69de2010Factory.getListaAlunoDistancia;1;1;1;1;1;1;0;7;6;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.disciplinas.ListaDisciplinasDecorator > 5
public method;br.ufal.academico.dominio.matricula.HistoricoCargaHorariaMatriculaInstitucional;br.ufal.academico.dominio.matricula.HistoricoCargaHorariaMatriculaInstitucional.HistoricoCargaHorariaMatriculaInstitucional;0;0;0;0;1;0;0;14;23;11;LongParameterList;PARAMETER_COUNT > 0.6525940996948094
public method;br.ufal.academico.dominio.matricula.MatriculaInstitucional;br.ufal.academico.dominio.matricula.MatriculaInstitucional.getPeriodoLetivoIngresso;5;7;0,666666667;3;3;2;1;8;8;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.PeriodoLetivo > 4
public method;br.ufal.academico.dominio.matricula.MatriculaInstitucional;br.ufal.academico.dominio.matricula.MatriculaInstitucional.getMatriculaSigaa;0;0;0;0;1;12;0;2;1;0;MessageChain;MAX_CALL_CHAIN = 12.0
public method;br.ufal.academico.dominio.matricula.remanescentes.SolicitacaoMatriculaVagaRemanescente;br.ufal.academico.dominio.matricula.remanescentes.SolicitacaoMatriculaVagaRemanescente.isAguardandoResposta;0;0;1;3;1;4;0;2;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dominio.matricula.remanescentes.SolicitacaoMatriculaVagaRemanescente;br.ufal.academico.dominio.matricula.remanescentes.SolicitacaoMatriculaVagaRemanescente.isAprovada;1;1;1;3;2;4;1;4;2;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.sie.documento.Documento > 4
public method;br.ufal.academico.dominio.matricula.remanescentes.SolicitacaoMatriculaVagaRemanescente;br.ufal.academico.dominio.matricula.remanescentes.SolicitacaoMatriculaVagaRemanescente.isAprovada;1;1;1;3;2;4;1;4;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
